Feature,Lag_Years,Convention,Paired_Sample_Size,Temporal_Availability,Pearson_Correlation,Pearson_PValue,Spearman_Correlation,Spearman_PValue,FDR_PValue,Candidate_Lag,Selection_Rule,Original_Parameter,Dynamic_Selected,Dynamic_Selection_Rule
WS10M_Annual_Mean,0,WS10M_Annual_Mean(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),41,contemporaneous; excluded from default dynamic dataset,-0.5273439829494091,0.00039599989627185926,-0.5618466898954705,0.00013214532283990316,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",WS10M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
RH2M_Annual_Mean,0,RH2M_Annual_Mean(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),41,contemporaneous; excluded from default dynamic dataset,0.5251658351229069,0.00042276129546319044,0.4414634146341464,0.0038599587087297135,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",RH2M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
PRECTOTCORR_Mar_May_Total,0,PRECTOTCORR_Mar_May_Total(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),41,contemporaneous; excluded from default dynamic dataset,0.4755707463615735,0.0016754292511285762,0.46045296167247396,0.0024509344223574703,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",PRECTOTCORR,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
WS10M_Jun_Sep_Mean,0,WS10M_Jun_Sep_Mean(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),41,contemporaneous; excluded from default dynamic dataset,-0.47242947980984284,0.001815810797117257,-0.5003484320557492,0.0008641871780020626,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",WS10M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
ALLSKY_SFC_SW_DWN_Annual_Total,0,ALLSKY_SFC_SW_DWN_Annual_Total(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),38,contemporaneous; excluded from default dynamic dataset,-0.47315162193676236,0.0026988677725116247,-0.42094321041689464,0.008495284881121914,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",ALLSKY_SFC_SW_DWN,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
ALLSKY_SFC_SW_DWN_Oct_Dec_Total,0,ALLSKY_SFC_SW_DWN_Oct_Dec_Total(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),38,contemporaneous; excluded from default dynamic dataset,-0.46574017348148533,0.003210954155533088,-0.45179997811576755,0.004407007902814156,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",ALLSKY_SFC_SW_DWN,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
ALLSKY_SFC_SW_DWN_Mar_May_Total,0,ALLSKY_SFC_SW_DWN_Mar_May_Total(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),38,contemporaneous; excluded from default dynamic dataset,-0.46262235827718345,0.0034505074138523073,-0.5290513185250026,0.0006377695456014922,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",ALLSKY_SFC_SW_DWN,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_MIN_Jun_Sep_Mean,0,T2M_MIN_Jun_Sep_Mean(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),41,contemporaneous; excluded from default dynamic dataset,0.43120893030780766,0.004881702063859635,0.3486062717770036,0.025500995408255265,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M_MIN,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
ALLSKY_SFC_SW_DWN_Jan_Feb_Total,0,ALLSKY_SFC_SW_DWN_Jan_Feb_Total(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),38,contemporaneous; excluded from default dynamic dataset,0.43481173079080826,0.006371752634587992,0.43473027683554,0.0063827454107961284,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",ALLSKY_SFC_SW_DWN,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
PRECTOTCORR_Oct_Dec_Total,0,PRECTOTCORR_Oct_Dec_Total(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),41,contemporaneous; excluded from default dynamic dataset,0.333294547228736,0.033218419887632696,0.27386759581881537,0.08315309637932411,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",PRECTOTCORR,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
RH2M_Jun_Sep_Mean,0,RH2M_Jun_Sep_Mean(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),41,contemporaneous; excluded from default dynamic dataset,0.30440318180594456,0.0529838329637304,0.1982578397212544,0.21401916210617636,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",RH2M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
PRECTOTCORR_Annual_Total,0,PRECTOTCORR_Annual_Total(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),41,contemporaneous; excluded from default dynamic dataset,0.296125001431553,0.06012244974835803,0.2754355400696865,0.08133390398229978,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",PRECTOTCORR,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_MAX_Mar_May_Mean,0,T2M_MAX_Mar_May_Mean(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),41,contemporaneous; excluded from default dynamic dataset,-0.2656017338341172,0.09327228669477189,-0.2695121951219513,0.08837280389373234,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M_MAX,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_MAX_Jun_Sep_Mean,0,T2M_MAX_Jun_Sep_Mean(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),41,contemporaneous; excluded from default dynamic dataset,0.26272121649100977,0.0970133303852425,0.22648083623693382,0.15447071309664903,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M_MAX,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_MIN_Annual_Mean,0,T2M_MIN_Annual_Mean(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),41,contemporaneous; excluded from default dynamic dataset,0.22590805717737325,0.15554399307859607,0.2550522648083624,0.10753553209125886,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M_MIN,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
RH2M_Oct_Dec_Mean,0,RH2M_Oct_Dec_Mean(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),41,contemporaneous; excluded from default dynamic dataset,0.20905646611419867,0.18959877752566284,0.17404181184668996,0.2764716544471114,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",RH2M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_Mar_May_Mean,0,T2M_Mar_May_Mean(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),41,contemporaneous; excluded from default dynamic dataset,-0.1972162022371714,0.2164849335504753,-0.19930313588850176,0.21156436669711057,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
RH2M_Jan_Feb_Mean,0,RH2M_Jan_Feb_Mean(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),41,contemporaneous; excluded from default dynamic dataset,0.1835520630131897,0.2506581299612448,0.06027874564459932,0.7081240607262523,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",RH2M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_Annual_Mean,0,T2M_Annual_Mean(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),41,contemporaneous; excluded from default dynamic dataset,0.15085491408120058,0.3464622359833101,0.16550522648083626,0.30107502773688716,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_MIN_Oct_Dec_Mean,0,T2M_MIN_Oct_Dec_Mean(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),41,contemporaneous; excluded from default dynamic dataset,0.14694771081966332,0.3592387252875996,0.19512195121951223,0.22150175189237625,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M_MIN,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_MAX_Oct_Dec_Mean,0,T2M_MAX_Oct_Dec_Mean(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),41,contemporaneous; excluded from default dynamic dataset,-0.14650939910055794,0.36068952282061917,-0.09878048780487808,0.5389186211321588,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M_MAX,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
ALLSKY_SFC_SW_DWN_Jun_Sep_Total,0,ALLSKY_SFC_SW_DWN_Jun_Sep_Total(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),38,contemporaneous; excluded from default dynamic dataset,-0.140948772052405,0.398631699884361,-0.030309661888609254,0.8566492141285317,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",ALLSKY_SFC_SW_DWN,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_MAX_Annual_Mean,0,T2M_MAX_Annual_Mean(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),41,contemporaneous; excluded from default dynamic dataset,-0.13141623137592656,0.41277931861662076,-0.14111498257839725,0.3788328776052302,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M_MAX,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_MAX_Jan_Feb_Mean,0,T2M_MAX_Jan_Feb_Mean(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),41,contemporaneous; excluded from default dynamic dataset,-0.1271392614429506,0.4282820257805537,-0.10121951219512196,0.5288920284342866,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M_MAX,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_Oct_Dec_Mean,0,T2M_Oct_Dec_Mean(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),41,contemporaneous; excluded from default dynamic dataset,0.12573893429124036,0.4334276064726904,0.21376306620209062,0.17959782131000818,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
PRECTOTCORR_Jan_Feb_Total,0,PRECTOTCORR_Jan_Feb_Total(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),41,contemporaneous; excluded from default dynamic dataset,0.09470342063062237,0.5558807575101692,0.2155427807595008,0.17591613743199308,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",PRECTOTCORR,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
WS10M_Jan_Feb_Mean,0,WS10M_Jan_Feb_Mean(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),41,contemporaneous; excluded from default dynamic dataset,-0.09458863863601916,0.5563618921778489,-0.07665505226480837,0.6338217571863698,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",WS10M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
WS10M_Oct_Dec_Mean,0,WS10M_Oct_Dec_Mean(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),41,contemporaneous; excluded from default dynamic dataset,-0.055398464339056916,0.7308329941234485,-0.1304878048780488,0.4161171379956006,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",WS10M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_Jan_Feb_Mean,0,T2M_Jan_Feb_Mean(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),41,contemporaneous; excluded from default dynamic dataset,-0.014274811901319906,0.9294148017476058,0.02735191637630663,0.8652042682019494,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
PRECTOTCORR_Jun_Sep_Total,0,PRECTOTCORR_Jun_Sep_Total(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),41,contemporaneous; excluded from default dynamic dataset,0.0024755381061732536,0.9877441924019171,0.029268292682926838,0.855856127398851,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",PRECTOTCORR,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_MIN_Mar_May_Mean,0,T2M_MIN_Mar_May_Mean(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),41,contemporaneous; excluded from default dynamic dataset,0.0018632312091084857,0.9907754288838925,0.019860627177700353,0.9019096664940704,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M_MIN,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_MIN_Jan_Feb_Mean,0,T2M_MIN_Jan_Feb_Mean(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),41,contemporaneous; excluded from default dynamic dataset,-0.0011410073694830465,0.9943509724393904,0.01428571428571429,0.9293610278368879,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M_MIN,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
